titulo,ano,local,coautores,link_externo
A new approach to solve the flexible job shop problem based on a hybrid particle swarm optimization and Random-Restart Hill Climbing,2018,Pergamon,Edilson Reis Rodrigues Kato; Gabriel Diego de Aguiar Aranha; Roberto Hideaki Tsunaki,N/A
Analysis of open CNC architecture for machine tools,2002,The Brazilian Society of Mechanical Sciences,Osvaldo Luís Asato; Edilson Reis Rodrigues Kato; Ricardo Yassushi Inamasu; Arthur José Vieira Porto,N/A
Image convolution processing: A GPU versus FPGA comparison,2012,IEEE,Lucas M Russo; Emerson C Pedrino; Edilson Kato; Valentin Obac Roda,N/A
A genetic programming based system for the automatic construction of image filters,2013,SAGE Publications,Emerson Carlos Pedrino; Valentin Obac Roda; Edilson Reis Rodrigues Kato; José Hiroki Saito; Mário Luiz Tronco; Roberto H Tsunaki; Orides Morandin Jr; Maria C Nicoletti,N/A
Reactive fuzzy dispatching rule for automated guided vehicles,2003,IEEE,Alcides Xavier Benincasa; O Jr Morandin; Edilson RR Kato,N/A
An intelligent autonomous vehicle management system,2012,IEEE,Lucas B Branisso; Edilson R Rodrigues Kato; Emerson Carlos Pedrino; Orides Morandin Jr; Roberto Hideaki Tsunaki,N/A
Virtual Petri nets as a modular modeling method for planning and control tasks of FMS,2005,Taylor & Francis Group,Orides Morandin Jr; Edilson Kato,N/A
An adaptive genetic algorithm for production scheduling on manufacturing systems with simultaneous use of machines and AGVs,2015,Springer US,Danilo Sipoli Sanches; Josimar da Silva Rocha; Marcelo Favoretto Castoldi; Orides Morandin Jr; Edilson Reis Rodrigues Kato,N/A
A search method using genetic algorithm for production reactive scheduling of manufacturing systems,2008,IEEE,Orides Morandin; Edilson RR Kato; Ana C Deriz; Danilo S Sanches,N/A
Intelligent FPGA based system for shape recognition,2011,IEEE,Emerson C Pedrino; Orides Morandin; Edilson RR Kato; Valentin O Roda,N/A
An adaptive genetic algorithm based approach for production reactive scheduling of manufacturing systems,2008,IEEE,O Morandin; DS Sanches; AC Deriz; ERR Kato; RH Tsunaki,N/A
A multi-agent system using fuzzy logic to increase AGV fleet performance in warehouses,2013,IEEE,Lucas Binhardi Branisso; Edilson Reis Rodrigues Kato; Emerson Carlos Pedrino; Orides Morandin; Roberto Hideaki Tsunaki,N/A
"Adaptive genetic fuzzy, predictive and multiobjective approach for AGVs dispatching",2011,IEEE,Orides Morandin; Vinicius F Caridá; Edilson RR Kato; Carlos CM Tuma,N/A
A modular modeling approach for automated manufacturing systems based on shared resources and process planning using Petri nets,2000,IEEE,O Morandin; Edilson RR Kato; Paulo R Politano; Heloisa A Camargo; Arthur JV Porto; Ricardo Y Inamasu,N/A
A strategy of production scheduling with the fitness function of genetic algorithm using Timed Petri net and considering AGV and the input buffer,2010,IEEE,O Morandin; ERR Kato; CCM Tuma,N/A
A conflict solution manufacturing system modeling using fuzzy coloured Petri Net,2010,IEEE,Edilson RR Kato; O Morandin; Mayra Sgavioli,N/A
Genetic tuning for improving wang and Mendel's fuzzy database,2009,IEEE,Edilson RR Kato; O Morandin; Mayra Sgavioli; Bruno Drugowick Muniz,N/A
A real time production sequencing rule for machines of a FMS using fuzzy logic,2003,IEEE,Matheus Giovanni Pires; Pablo AD Castro; O Morandin; Heloisa A Camargo; Edilson RR Kato,N/A
A Heuristic based on Petri Nets modeling for FMS Scheduling problem of makespan minimization,2007,IEEE,O Morandin; ERR Kato; EGR Maggio; DS Sanches; AC Deriz,N/A
Genetic learning of fuzzy rules applied to sequencing problem of FMS,2004,IEEE,Pablo AD Castro; Matheus Giovanni Pires; Heloisa A Camargo; O Morandin; Edilson RR Kato,N/A
Demystifying educational robotics with FOCORE: from very low cost software and hardware technologies to the development of new methodologies and curriculum for continuing teacher education and teaching of brazilian basic education students,2020,IEEE,Carla C Fernandes; Orivaldo VS Júnior; Denilton Oliveira; Luciane TS Garcia; Aquiles MF Burlamaqui; Julio CP Melo; Sarah TL Sá; Allyson AAF Soares; Anderson AS Souza; Dennis Barrios-Aranibar; Raquel E Patiño-Escarcina; João A Fabro; Akynara ARSS Burlamaqui; Samuel O Azevedo; Edilson RR Kato; Roberto S Inoue; André C Hernandes; Tatiana FAT Pazelli; Osmar Ogashawara; Luis AO Araujo; João VC Fontes; Alessandra A Hai; Kelen CT Vivaldini; Vania PA Neris; Luciano O Neris; Rafael V Aroca; Pablo J Alsina; Luiz MG Gonçalves,N/A
Production Planning System Based on Simulation: Finding the Best Plant Stocking Policy,2000,N/A,ERR Kato; O Morandin; PR Politano; HA Camargo; J Zampronio,N/A
A reactive programming procedure for flexible manufacturing system,2000,IEEE,Paulo R Politano; Heloisa A Camargo; Edilson RR Kato; O Morandin,N/A
Automatic construction of image operators using a genetic programming approach,2011,IEEE,Emerson Carlos Pedrino; Jose Hiroki Saito; Edilson RR Kato; Orides Morandin; Luis Mariano Del Val Cura; Valentin Obac Roda; Mario L Tronco; Roberto H Tsunaki,N/A
Ant colony optimization algorithm for reactive production scheduling problem in the job shop system,2009,IEEE,Edilson RR Kato; O Morandin; MAS Fonseca,N/A
A genetic fuzzy system for defining a reactive dispatching rule for AGVs,2006,IEEE,Morandin Orides; Pablo A Dalbem Castro; Edilson RR Kato; Heloisa A Camargo,N/A
Expanding the production planning system based on simulation (PPSS) to dynamically reschedule production in a FMS,2002,IEEE,JL Maia; MB Desco; O Morandin; ERR Kato,N/A
A modular modeling approach for CNC machines control using Petri nets,2000,IEEE,Edilson RR Kato; O Morandin; Paulo R Politano; Heloisa A Camargo,N/A
Production re-sequencing for manufacturing based on discrete event simulation and fuzzy inference,2003,IEEE,Marcelo Climaites Fernandes; André Henrique de Freitas; Orides Morandin Junior; Edilson Reis Rodrigues Kato,N/A
Production planning system based on simulation (PPSS): Evaluating short-term rescheduling,2002,N/A,ERR Kato; O Morandin Jr; BM Desco; JL Maia,N/A
Production planning system based on simulation (PPSS): Application methodology,2002,N/A,BM Desco; JONAS L Maia; ORIDES Morandin Jr; ER Kato,N/A
Mathematical morphology applied in object tracking on position-based visual servoing,2013,IEEE,Diego Saqui; Fernando C Sato; Edilson RR Kato; Emerson C Pedrino; Roberto H Tsunaki; Valentin O Roda,N/A
A hierarchical fuzzy rule-based building model applied to a AGV dispatching system in an FMS,2011,IEEE,O Morandin; Vinicius Fernandes Caridá; Edilson Reis Rodrigues Kato; MAS Fonseca,N/A
A simulação no apoio da implantação de instrumentação e automação no setor de álcool e açúcar,1997,N/A,Edilson Reis Rodrigues Kato; Ricardo Yassushi Inamassu; Júlio Tadashi Tanaka; José Luiz Miranda Júnior; Arthur José Vieira Porto,N/A
A method for planning multirotor Unmanned aerial vehicle flight paths to cover areas using the Ant Colony Optimization metaheuristic,2025,Elsevier,Edilson Reis Rodrigues Kato; Roberto Santos Inoue; Lucas dos Santos Franco,N/A
Scheduling choice method for flexible job shop problems using a fuzzy decision maker,2024,Elsevier,Diana Marimoto Prause da Silva; Roberto Santos Inoue; Edilson Reis Rodrigues Kato,N/A
A new comparison of Kalman filtering methods for chaotic series,2014,IEEE,Denis P Lima; Edilson RR Kato; Roberto H Tsunaki,N/A
Automated generalized petri net reduction using an evolutionary approach applied to a manufacturing system model,2013,IEEE,Andre Bevilaqua; Edilson RR Kato; Emerson C Pedrino; Roberto H Tsunaki,N/A
Modeling strategy by adaptive genetic algorithm for production reactive scheduling with simultaneous use of machines and AGVs,2009,IEEE,O Morandin; Edilson RR Kato; Danilo Sipoli Sanches; Bruno Drugowick Muniz,N/A
Iniciação à Engenharia Elétrica” como parte do Processo de Implantação do Projeto Pedagógico do Curso de Engenharia Elétrica da UFSCar,2009,N/A,Osmar Ogashawara; Arlindo N Montagnoli; Edilson RR Kato; Flávio Y Watanabe; Orides Morandin Jr,N/A
Similarity measure between scenarios through fuzzy inference,2002,IEEE,VO de Carvalho; O Morandin; ERR Kato,N/A
A Production Sequencing Model for a Decision Support System,2008,IEEE,Orides Morandin Jr; Edilson RR Kato; Flavio A Montoro; Veronica Oliveira de Carvalho,N/A
A Fuzzy Classifier Model for the Production Sequencing,2008,IEEE,Orides Morandin Jr; Edilson Reis Rodrigues Kato; Ageu Morais Duarte; Allan Rodrigues Silva,N/A
Modeling Strategy by Adaptive Genetic Algorithm for Production Reactive Scheduling with Simultaneous Use of Machines and AGVs,2008,IEEE,Danilo Sipoli Sanches; Orides Morandin Jr; Bruno Drugowick Muniz; Edilson RR Kato,N/A
"Análise do desempenho discente em relação à sua rotina de estudo, às suas relações sociais e ao seu hábito de leitura",2017,N/A,CA FRANÇA; ER KATO; LA ARAUJO; A Carlos; Osmar Ogashawara; Robson Barcellos,N/A
A Max-Min Ant System modeling approach for production scheduling in a FMS,2010,IEEE,Edilson RR Kato; O Morandin; MAS Fonseca,N/A
A Modeling Strategy of Shop-Floor Interlocking and Controlling using Virtual Petri Nets and Production Simulation,2006,IEEE,Orides Morandin; Rodrigo G Araujo; Edilson RR Kato,N/A
Discrete-Event Simulation and Logistics Management: Using the PPSS to Evaluate Supply Scheduling Decisions,2004,CBA,JONAS L MAIA; ORIDES MORANDIN JR; EDILSON RR KATO,N/A
A utilização de simulação no projeto de sistemas flexíveis de manufatura,1996,N/A,Edilson Reis Rodrigues Kato; Orides Morandin Júnior; Arthur José Vieira Porto,N/A
Proposta de projeto pedagógico do curso de engenharia de computação da UFSCar baseado em competências e atividades curriculares extensionistas,2024,Universidade Federal de São Carlos,Fredy João Valente; Edilson Reis Rodrigues Kato; Ricardo Menotti; Luciano de Oliveira Néris; Alan Demétrius Baria Valejo; Jander Moreira; Murillo Rodrigo Petrucelli Homem; Kelen Cristiane Teixeira Vivaldini,N/A
SISTEMA DE COLETA E ANÁLISE DE DADOS EM NUVEM UTILIZANDO TÉCNICAS DE INTELIGÊNCIA ARTIFICIAL PARA AUXÍLIO AO TRATAMENTO E AUTOCUIDADO DA DIABETES MELLITUS,2021,N/A,Gustavo de Souza; Edilson Reis Kato,N/A
APLICAÇÃO DA AULA EXPOSITIVA DIALOGADA PARA O PROJETO DE UM CONTROLADOR FUZZY INCREMENTAL1,2021,N/A,Celso Aparecido de França; Edilson Reis Rodrigues Kato; Osmar Ogashawara,N/A
Applying the Particle Swarm Optimization+ Hill-climbing in the Flexible Job-Shop problem,2017,N/A,João Baptista Cardia; Edilson Reis Rodrigues Kato,N/A
An adaptive genetic algorithm based approach for production reactive scheduling of manufacturing systems,2008,N/A,Orides Morandin Junior; Danilo Sipoli Sanches; Ana C Deriz; Edilson Reis Rodrigues Kato; Roberto Hideaki Tsunaki,N/A
Análise dos CNC's de arquitetura aberta no uso de máquinas-ferramenta,1999,N/A,Osvaldo Luís Asato; Edilson Reis Rodrigues Kato; Ricardo Yassushi Inamasu; Arthur José Vieira Porto,N/A
Ambiente para o projeto de intertravamentos utilizando redes de Petri,1999,N/A,Edilson Reis Rodrigues Kato,N/A
Estudo da produtividade e da eficiencia de produção na indústria sucroalcooleira com o uso de simulação de sistemas,1998,N/A,MC Yamada; ERR Kato; Arthur José Vieira Porto,N/A
Especificação e dimensionamento de sistemas de manipulação e transporte de materiais utilizando simulação e sistema especialista,1997,N/A,O Morandin Júnior; José Luiz Miranda Junior; Edilson Reis R Kato; Arthur José Vieira Porto,N/A
Modelagem de fms utilizando um editor de redes de petri,1996,N/A,EK Nakamura; ME Ferreira; RY Inamasu; ERR Kato; Arthur José Vieira Porto,N/A
Proposta de um jit-game computadorizado para utilização em cursos de administração da produção,1996,N/A,Antonio Freitas Rentes; Edilson Reis Rodrigues Kato; Luciano Vieira Rolim; César Henrique Lima Pereira,N/A
Estrategia de transporte em um sistema flexivel de manufatura (fms),1996,N/A,JL Miranda Junior; EC Lobao; ERR Kato; Arthur José Vieira Porto,N/A
Dimensionamento de um sistema de AGVs em um FMS através de simulação,1995,N/A,Edilson Reis Rodrigues Kato; Orides Morandin Junior; Arthur José Vieira Porto,N/A
Estudo da logistica de transporte e armazenamento de materiais via simulacao,1995,N/A,JL Miranda Junior; ERR Kato; Arthur José Vieira Porto,N/A
Proposta de roteiro para projetos de sistemas de intertravamento,1995,N/A,EC Lobao; ERR Kato; Arthur José Vieira Porto,N/A
Proposta de utilizacao de simulacao para validacao de programas de producao,1995,N/A,AMB Branco; Marcel Andreotti Musetti; ERR Kato; Carlos Frederico Bremer,N/A
Modelamento de um fms utilizando redes de petri,1994,N/A,ERR Kato; ML Tronco; JG Palma; EC Lobao; Arthur José Vieira Porto,N/A
Projeto do intertravamento de centros de usinagem para ambiente de manufatura flexivel,1994,N/A,Edilson Reis Rodrigues Kato; Arthur José Vieira Porto,N/A
Controle de velocidade de motor de corrente contínua por PWM,1987,N/A,Edilson Reis Rodrigues Kato; Jefferson Zampronio; Henrique Antunes Cunha Júnior,N/A
APLICANDO PBL PARA MELHORAR O DESEMPENHO DE UM CONTROLADOR FUZZY PD+ I,N/A,N/A,Celso A de França; Edilson RR Kato; Osmar Ogashawara,N/A
"Adaptive Genetic Fuzzy, Predictive and Multiobjective Approach for AGVs Dispatching",N/A,N/A,Orides Morandin Junior; Vinicius F Caridá; Edilson RR Kato; Carlos CM Tuma,N/A
Sistema Computacional para o auxílio à Programação da Produção Reativa utilizando Algoritmos Genéticos,N/A,N/A,Edilson Reis Rodrigues Kato; Orides Morandin Jr; Heito Leon Marson; Marcos Abraão de Souza Fonseca,N/A
MÉTODO DE ENSINO DA DISCIPLINA DE “LABORATÓRIO DE MICROCONTROLADORES E APLICAÇÕES” DO CURSO DE ENGENHARIA DE COMPUTAÇÃO DA UFSCAR,N/A,N/A,Edilson Reis Rodrigues Kato,N/A
DISCIPLINAS INTEGRADORAS DO CURSO DE ENGENHARIA ELÉTRICA DA UFSCar,N/A,N/A,Osmar Ogashawara; Carlos Alberto de Francisco; Edilson Reis Rodrigues Kato,N/A
DESENVOLVIMENTO DE SISTEMA DE INFORMAÇÃO PARA UM PROJETO EDUCACIONAL DE GESTÃO PARTICIPATIVA,N/A,N/A,Bruno de Paula VICENTE; Douglas de Souza SANTANA; Douglas de Oliveira FREITAS; Leonardo Sameshima TABA; Cássio Soares MARTINS; Alceu Gomes ALVES FILHO; Ana Luiza Rocha Vieira PERDIGÃO; Edilson Reis Rodrigues KATO,N/A
LARS/SBR 2017 Reviewers,N/A,N/A,Adelardo Medeiros; Ademar Ferreira; Alfredo Weitzenfeld; Andre Barczak; Andre Gustavo Scolari Conceicao; Andrey Pimentel; UFPR Antonio Padilha Lanari Bo; Arturo Forner Cordero; Carlos Eduardo Pereira; UFRGS Carlos Eduardo Trabuco Dórea; UFRN Cesar França; Cristiane Tonetto; Damian Lyons; Fordham Univesrity; Dennis Barrios4Aranibar; Edilson Reis Rodrigues Kato; Edson De Pieri; Eduardo Bezerra; Eduardo Freire; Eduardo Spinosa; UFPR Eduardo Tannuri; Eduardo Todt; UFPR Emanuel Estrada; FURG Emilia Villani,N/A
Towards web accessibility guidelines of interaction and interface design for people with autism spectrum disorder,2016,N/A,Talita Britto; Ednaldo Pizzolato,N/A
Emotion classification using single-channel scalp-EEG recording,2016,IEEE,Amir Jalilifard; Ednaldo Brigante Pizzolato; Md Kafiul Islam,N/A
GAIA: uma proposta de um guia de recomendações de acessibilidade de interfaces Web com foco em aspectos do Autismo,2018,N/A,Talita Cristina Pagani Britto; Ednaldo Brigante Pizzolato,N/A
Sign language recognition with support vector machines and hidden conditional random fields: going from fingerspelling to natural articulated words,2013,Springer Berlin Heidelberg,César Roberto de Souza; Ednaldo Brigante Pizzolato,N/A
A real-time system to recognize static gestures of Brazilian sign language (libras) alphabet using Kinect.,2012,N/A,Mauro dos Santos Anjo; Ednaldo Brigante Pizzolato; Sebastian Feuerstack,N/A
Automatic recognition of finger spelling for libras based on a two-layer architecture,2010,Proceedings of the 2010 ACM symposium on applied computing,Ednaldo B Pizzolato; Mauro dos Santos Anjo; Guilherme C Pedroso,N/A
An efficient K-NN approach for automatic drowsiness detection using single-channel EEG recording,2016,IEEE,Amir Jalilifard; Ednaldo Brigante Pizzolato,N/A
A survey on the awareness of Brazilian web development community about cognitive accessibility,2019,Proceedings of the 18th Brazilian Symposium on Human Factors in Computing Systems,Talita Cristina Pagani Britto Pichiliani; Ednaldo Brigante Pizzolato,N/A
"Predicting reintubation, prolonged mechanical ventilation and death in post-coronary artery bypass graft surgery: a comparison between artificial neural networks and logistic regression models",2015,Termedia,Renata G Mendes; César R de Souza; Maurício N Machado; Paulo R Correa; Luciana Di Thommazo-Luporini; Ross Arena; Jonathan Myers; Ednaldo B Pizzolato; Audrey Borghi-Silva,N/A
Cognitive disabilities and web accessibility: a survey into the Brazilian web development community,2021,N/A,Talita Cristina Pagani Britto Pichiliani; Ednaldo Brigante Pizzolato,N/A
Learning of shared attention in sociable robotics,2009,Academic Press,Claudio A Policastro; Roseli AF Romero; Giovana Zuliani; Ednaldo Pizzolato,N/A
Web-based distributed simulations visualization and control with HLA and Web services,2008,IEEE,Azzedine Boukerche; Fabo M Iwasaki; Regina B Araujo; Ednaldo B Pizzolato,N/A
Model-based design and generation of a gesture-based user interface navigation control.,2011,N/A,Sebastian Feuerstack; Mauro dos Santos Anjo; Ednaldo Brigante Pizzolato,N/A
Framework for 3D web-based visualization of HLA-compliant simulations,2008,Proceedings of the 13th international symposium on 3D web technology,Regina B Araujo; Fabio M Iwasaki; Ednaldo B Pizzolato; Azzedine Boukerche,N/A
Fingerspelling Recognition with Support Vector Machines and Hidden Conditional Random Fields: A Comparison with Neural Networks and Hidden Markov Models,2012,Springer Berlin Heidelberg,César Roberto de Souza; Ednaldo Brigante Pizzolato; Mauro dos Santos Anjo,N/A
